"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"169753","1146799|527828|808397","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Malaysia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"169767","1147107|527877|808458","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Hungary","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"169787","1118460|527896|808485","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","N"
"169815","1147133|527904|808498","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"169821","1130423|513150|808536","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Russian Federation","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"169829","1147158|527942|808556","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"169841","804173|527968|808599","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","N"
"169856","1147206|528008|808663","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"169870","1147207|528011|808666","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Vietnam","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"169885","900677|528014|808669","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","N"
"169903","900677|528014|808670","Temporary Entry Permit","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"169916","1147215|528023|808680","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"169933","900677|528024|808681","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"169947","900677|528024|808682","Temporary Entry Permit","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"169960","908462|521934|808692","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"169969","1147233|528042|808705","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"169985","1146450|528047|808711","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"169997","850328|528058|808730","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"170011","1097136|528097|808786","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170032","1147277|528115|808806","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","N"
"170043","900628|528142|808841","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170062","1145592|528160|808872","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Sri Lanka","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170084","1120747|528164|808877","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Nepal","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"170094","1147213|528174|808892","Temporary Entry Permit","No","Online Application","Grad Cert/Postgrad Cert","Qualified","Successful","Bhutan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170114","1147213|528174|808893","Temporary Entry Permit","No","Online Application","","","","Bhutan","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"170125","1147213|528174|808894","Temporary Entry Permit","No","Online Application","","","","Bhutan","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"170135","1147341|528177|808901","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170143","1147363|528207|808943","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170150","1146762|528208|808944","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Tanzania","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"170158","1147378|528227|808965","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Canada","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170175","1116808|528269|809029","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170185","1076007|528284|809057","Temporary Entry Permit","No","Online Application","","No Decision","Successful","United States of America","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"170198","900744|528409|809235","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170222","1070605|528411|809237","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170242","1147492|528413|809239","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170259","900744|528440|809275","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170271","1147516|528454|809291","Temporary Entry Permit","No","Online Application","Masters CW","Not Assessed","Higher Preference Successful","United States of America","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170277","1147516|528454|809292","Temporary Entry Permit","No","Online Application","","Qualified","Successful","United States of America","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170285","1147254|528475|809320","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"170297","904771|528502|809358","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"170311","1147564|528515|809380","Temporary Entry Permit","No","Online Application","","","","Jordan","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170317","1147564|528515|809381","Temporary Entry Permit","No","Online Application","","","","Jordan","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"170323","1147564|528515|809382","Temporary Entry Permit","No","Online Application","","","","Jordan","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"170329","1147604|528573|809476","Temporary Entry Permit","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170330","1147624|528598|809520","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Iran","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170348","1147636|528610|809536","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170353","1147671|528649|809585","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170377","1147588|528654|809590","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170401","932403|528693|809645","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"170415","1147709|528703|809659","Temporary Entry Permit","No","Online Application","","Qualified","Successful","India","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170425","900872|528711|809668","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170442","1147720|528719|809679","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170448","1147722|528727|809699","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170463","1138055|528729|809702","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"170478","1147718|528730|809703","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170493","1043658|528735|809714","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Lebanon","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"170507","1147745|528774|809775","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Pakistan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170526","1147745|528774|809776","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","Pakistan","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170539","1146874|528795|809811","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Zimbabwe","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"170550","1145068|528815|809836","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"170567","859993|528834|809866","Temporary Entry Permit","No","Online Application","","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170575","1143264|528875|809925","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"170587","925315|528878|809928","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170595","1145795|528916|809977","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","New Zealand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"170605","1145795|528916|809978","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","New Zealand","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170619","1147875|528936|810009","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"170642","743047|528976|810078","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170657","1147917|529008|810130","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","United Kingdom","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"170676","1145936|529109|810280","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Netherlands","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"170687","1148012|529128|810310","Temporary Entry Permit","No","Online Application","","Qualified","Higher Preference Successful","Syria","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170697","1148012|529128|810311","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Syria","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","$ACC","N"
"170716","879475|529173|810375","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170740","900472|504145|810380","Temporary Entry Permit","No","Online Application","","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"170753","900806|513017|810386","Temporary Entry Permit","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170757","1144766|524076|810400","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"170769","904588|529226|810479","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170778","1143338|529229|810484","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Canada","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170787","1077682|529257|810525","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Iran","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"170810","1130261|529288|810558","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"170847","1147910|529370|810681","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"170855","1148199|529433|810769","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170863","1061612|529436|810772","Temporary Entry Permit","No","Online Application","Masters CW","","","Korea, Republic of (South)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"170872","1148211|529450|810791","Overseas Student Residing Overseas","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"170891","1148218|529458|810804","Temporary Entry Permit","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"170913","900437|529476|810831","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170933","1148263|529526|810908","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"170942","1148265|529530|810913","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Paraguay","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"170959","889161|529531|810914","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"170984","1130273|529601|811023","Temporary Entry Permit","No","Data Entry","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"171001","1113945|495065|811033","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"171011","1013252|529609|811039","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"171026","1148347|529614|811046","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"171041","1145899|529644|811098","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"171066","1148373|529686|811158","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"171076","1148373|529686|811159","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"171092","842834|529690|811169","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"171115","900792|529729|811224","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171122","900792|529736|811234","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171129","1143732|529744|811247","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"171147","859963|529756|811266","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"171157","806118|529757|811267","Temporary Entry Permit","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"171177","1148407|529766|811280","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"171194","1067405|529800|811329","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"171204","1148439|529809|811343","Temporary Entry Permit","Not Answered","Online Application","","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171206","1053650|529823|811363","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","Estonia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"171213","1053650|529823|811364","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","Estonia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"171221","1148463|529844|811388","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"171236","1148473|529856|811407","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"171255","1148480|529869|811425","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"171275","900636|529880|811443","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"171290","1148494|529892|811459","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"171303","1148198|529905|811483","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Taiwan","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171310","1148528|529936|811537","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"171324","1148161|529951|811561","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Hong Kong (SAR of China)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"171333","1148541|529954|811564","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171351","813053|529969|811585","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"171369","1047870|529987|811607","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","No Outcome Set","Malaysia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"171381","1145010|530001|811627","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171389","1148578|530007|811635","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","No Outcome Set","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171403","1148621|530062|811705","Temporary Entry Permit","No","Online Application","Masters CW","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"171417","1148626|530073|811722","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Paraguay","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"171441","1148970|530153|811878","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"171453","1149049|530185|811921","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","United States of America","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"171468","1146240|530978|812740","Temporary Entry Permit","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"171479","1149104|531088|812866","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"171497","1149114|531095|812876","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"171520","1149119|531104|812891","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"171543","1149119|531104|812892","Temporary Entry Permit","No","Online Application","","","","China (excludes SARs and Taiwan)","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
