"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"6495","1133884|509151|781251","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Pakistan","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6508","1134649|510128|782697","Australian","No","Online Application","","Qualified","Successful","United Kingdom","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"6527","1126335|510700|783523","Australian","No","Online Application","","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6529","1126335|510700|783524","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6531","1135397|511059|784010","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6537","1128028|512080|785569","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"6552","1136238|512125|785637","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"6558","1137305|513656|787847","Permanent Resident (excl Humanitarian)","No","Online Application","Higher Doctorate","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"6574","694518|514063|788448","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"6581","1077871|514419|788953","New Zealander","No","Online Application","","Not Assessed","Higher Preference Successful","New Zealand","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6594","1077871|514419|788955","New Zealander","No","Online Application","","Not Assessed","Higher Preference Successful","New Zealand","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6607","1077871|514419|788956","New Zealander","No","Online Application","Masters CW","Qualified","Successful","New Zealand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6630","1138305|515182|790060","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Korea, Republic of (South)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"6652","838527|515960|791208","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","United Arab Emirates","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6662","1140264|517887|794176","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6672","1131537|518932|795745","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6683","1141212|519291|796275","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","India","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6692","1142353|520840|798662","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6712","1142533|521081|798988","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6726","1142533|521081|798990","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"6740","1142723|521364|799414","Australian","No","Online Application","","","","India","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6748","1087645|451576|799884","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Azerbaijan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6763","914734|522126|800454","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","GC","","",""
"6771","914734|522126|800455","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"6779","914734|522126|800456","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6787","1143409|522225|800591","Australian","No","Online Application","","","","India","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6793","1143409|522225|800592","Australian","No","Online Application","","","","India","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"6799","1055144|522895|801579","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6810","1144798|524117|803394","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6822","1014640|524411|803774","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6830","1145219|524914|804465","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"6841","1144795|525137|804800","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6849","834482|525254|804944","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6856","1146074|525702|805602","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6862","694040|525931|805925","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6875","904876|527155|807291","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"6885","1147024|527784|808331","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"6900","1135096|528430|809259","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6901","913430|528792|809806","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6908","915405|528793|809808","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6916","1147799|528824|809849","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6929","1148396|529731|811228","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","United Arab Emirates","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"6934","1148396|529731|811229","Permanent Resident (excl Humanitarian)","No","Online Application","","","","United Arab Emirates","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"6939","915326|531313|813213","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6949","1149494|531635|813714","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6963","913846|533041|815617","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"6974","1150349|533218|815876","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","New Zealand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"6985","585231|533446|816269","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"6998","1150782|533863|817032","Australian","No","Online Application","","Not Assessed","Not Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7010","1151280|534643|818234","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7027","1151455|534894|818655","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7046","935479|535381|819449","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Iran","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"7057","960824|535900|820254","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7081","1152307|536120|820540","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Jordan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"7097","1047400|394393|820632","Permanent Resident (excl Humanitarian)","Not Answered","Online Application","","Qualified","Successful","Philippines","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","N"
"7107","1152805|536875|821689","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"7123","1153045|537241|822220","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7144","1153045|537241|822221","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","GOM","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"7154","1153045|537241|822222","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","GOM","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7164","1153045|537241|822223","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","GOM","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7174","834264|537348|822373","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7183","1153398|537764|823005","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7194","1153398|537764|823007","New Zealander","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7208","1152919|538301|823869","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Singapore","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"7222","1153801|538391|823983","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7232","1153966|538637|824364","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7240","1153966|538637|824365","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7247","1154019|538709|824462","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"7248","1154415|539321|825373","Permanent Resident (excl Humanitarian)","No","Online Application","","","","India","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7255","1154919|540111|826548","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7276","1155275|540624|827296","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Iran","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7298","1156691|542991|830966","Permanent Resident (excl Humanitarian)","No","Online Application","Grad Dip/Postgrad Dip","Qualified","Successful","Colombia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7313","1157936|544929|834288","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","GC","Y","","N"
"7322","1156828|545180|834638","Australian","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"7334","1156828|545180|834639","Australian","Not Answered","Online Application","","Not Assessed","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","GC","","","N"
"7342","1156828|545180|834640","Australian","Not Answered","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"7350","595255|545314|834904","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"7356","595255|545313|834908","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7366","595255|545315|834910","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"7370","359818|545356|834976","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7379","1158342|545497|835196","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7389","1079364|545749|835559","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7398","1079364|545749|835560","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7406","1158782|546106|836113","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7418","1159316|546833|837111","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"7429","1159926|547723|838413","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Hong Kong (SAR of China)","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7437","1123383|547727|838431","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7443","1159936|547742|838454","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7444","389899|547897|838666","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7466","389899|547897|838667","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7476","389899|547897|838668","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7485","389899|547897|838669","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7494","346105|548237|839192","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7501","1158391|545558|839580","Australian","No","Online Application","","Not Qualified","Not Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7506","1160875|549131|840305","Australian","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7507","760917|549247|840467","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7523","911996|549570|840934","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7532","1151482|549626|841019","Australian","No","Online Application","","","","United Kingdom","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7539","1151482|549626|841020","Australian","No","Online Application","","","","United Kingdom","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7546","841734|550222|841906","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7554","1161800|550469|842233","Australian","No","Online Application","","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7563","697436|551059|843140","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7572","910725|551401|843627","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7579","598587|551464|843738","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7593","913320|552081|844602","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7599","916194|552425|845125","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7616","1163150|552613|845381","Australian","No","Online Application","","","","Iran","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7630","1163150|552613|845383","Australian","No","Online Application","","","","Iran","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7644","834310|552712|845528","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7652","834310|552712|845529","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7660","1116410|552890|845809","New Zealander","No","Online Application","","","","New Zealand","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7666","1163445|552901|845823","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Hong Kong (SAR of China)","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7677","1163961|553660|846889","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Netherlands","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"7689","1163997|553696|846943","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7691","964100|553705|846956","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7692","1150782|553964|847372","Australian","No","Online Application","","","","","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7697","1150782|553964|847373","Australian","No","Online Application","","","","","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7702","1108227|554014|847442","Australian","No","Online Application","","","","","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7706","1163961|554155|847625","Australian","No","Online Application","","","","Netherlands","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7711","1158036|554158|847629","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7721","1158036|554171|847645","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7737","694040|554173|847651","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"7740","913640|554685|848410","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7747","1132164|554724|848466","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7757","1164668|554728|848470","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7775","1164683|554758|848506","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7792","1165057|555446|849496","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7803","760579|555543|849644","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7813","760579|555543|849645","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7823","911194|555566|849686","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7831","1165286|555834|850078","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"7849","1165355|555924|850204","Australian","No","Online Application","","","","Russian Federation","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7860","1165355|555924|850205","Australian","No","Online Application","","","","Russian Federation","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"7871","675137|556020|850340","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"7885","1165744|556419|850899","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7886","1165789|556480|850982","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7899","1165789|556480|850983","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7909","1166245|557009|852109","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"7921","1163292|557348|852826","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"7922","1163292|557348|852827","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7923","1166685|557494|853107","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Mid Year Intake","MCW","Y","","Y"
"7936","1159816|557579|853222","Australian","No","Online Application","Masters CW","No Decision","No Outcome Set","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"7947","1159816|557579|853223","Australian","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7955","1130311|558178|854096","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"7959","1167395|558517|854572","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"7972","1167627|558813|855004","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
