"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"18794","913489|506403|777050","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"18811","911744|506411|777060","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"18827","913908|506412|777061","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"18844","1131835|506420|777074","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","Y","$ACC","Y"
"18867","1131835|506420|777075","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"18878","1129248|506904|777793","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","New Zealand","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"18886","1132235|506945|777865","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"18900","1079286|506989|777934","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"18933","1132345|507110|778103","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"18941","1131729|507215|778260","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"18958","522421|507227|778281","Australian","No","Online Application","","Not Qualified","Successful","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"18974","759155|507287|778371","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19001","1132553|507407|778556","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19019","389796|507544|778780","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19044","912515|507766|779138","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19061","760685|507832|779289","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19083","1132871|507845|779312","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19108","885532|508149|779755","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19125","832963|508325|780011","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19145","832963|508325|780012","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19159","832963|508325|780013","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"19171","834408|508368|780079","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19185","825414|508399|780120","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19198","1133109|508499|780276","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19220","1129852|508725|780622","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19225","1129852|508725|780624","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"19227","1133551|508732|780634","Australian","No","Online Application","Grad Dip/Postgrad Dip","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19239","834171|508817|780753","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19256","916227|508828|780772","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19272","836048|508846|780792","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Not Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19287","921504|508871|780830","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19302","913746|509099|781161","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19319","1129678|509256|781412","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Malaysia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"19330","621218|509337|781519","Australian","No","Online Application","Grad Dip/Postgrad Dip","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19352","746528|509751|782106","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19371","917006|509839|782234","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19384","1064461|509976|782433","Australian","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"19400","1134379|510004|782521","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19411","1134379|510004|782522","Australian","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"19421","910290|510021|782544","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19437","360298|510130|782700","Australian","No","Data Entry","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19454","910828|511189|784212","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19471","722099|511194|784218","Australian","No","Online Application","Masters CW","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"19479","754065|511549|784769","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"19493","913628|511676|784950","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19504","832398|511735|785027","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19515","832398|511735|785028","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"19524","1136027|511803|785125","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19538","834063|511924|785330","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19556","1128028|512066|785546","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19564","834496|512126|785640","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19570","834496|512126|785641","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"19583","914379|512175|785708","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19599","833977|512234|785799","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19616","911584|512315|785907","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19631","836265|512443|786095","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19646","1136624|512633|786371","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19656","664751|512660|786414","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"19671","1136812|512866|786724","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"19692","815248|512916|786805","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"19708","817708|513025|786981","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19722","834654|513246|787297","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19740","913088|513334|787422","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19757","913628|513549|787711","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"19771","872670|513615|787793","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19787","912308|513900|788228","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"19804","636717|513981|788334","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","Y"
"19821","856581|514060|788443","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$RES","Y"
"19836","694518|514063|788447","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"19844","912255|514189|788641","Australian","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19861","738890|514210|788669","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19875","1077871|514419|788954","New Zealander","No","Online Application","","Not Assessed","Higher Preference Successful","New Zealand","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"19888","1137809|514454|789003","Australian","No","Online Application","","Not Qualified","Not Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"19895","759386|514619|789236","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19910","912930|514672|789315","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19927","971945|514882|789630","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"19956","917077|515026|789835","New Zealander","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"19973","917077|515026|789836","New Zealander","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"19981","1138231|515063|789891","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"20000","1138231|515063|789892","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"20011","1131537|515110|789956","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20017","914571|515113|789959","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20033","1138310|515217|790114","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20034","663994|515330|790274","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","Y","","N"
"20047","914369|515334|790279","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20064","1138329|515341|790287","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"20068","1138406|515353|790302","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","Y"
"20083","1138406|515353|790303","Australian","No","Online Application","","","","","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"20093","1138329|515355|790305","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","GC","","","N"
"20097","1127305|515525|790541","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","","N"
"20106","1138648|515662|790748","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"20123","729382|515667|790753","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20131","1127305|515685|790776","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20141","1127305|515685|790777","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"20150","910085|515697|790797","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20166","1128572|515773|790893","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20183","1128572|515773|790894","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20200","838527|515960|791207","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United Arab Emirates","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"20213","757038|516000|791279","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEF","N"
"20230","757038|516000|791280","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20239","757038|516000|791281","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"20248","757038|516000|791282","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"20257","904710|516151|791539","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20273","1139423|516709|792465","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20305","900533|516769|792555","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20322","1140001|517516|793645","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"20342","1114278|517564|793713","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"20364","1114278|517564|793714","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20371","1114278|517564|793716","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"20378","826890|517932|794242","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20396","854035|517995|794378","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$RES","Y"
"20409","853500|518157|794613","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20426","879261|518276|794782","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"20437","833665|518729|795433","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"20452","912293|518781|795509","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20469","832089|518832|795587","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20487","582122|518867|795643","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20509","582122|518867|795644","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20521","910245|518905|795695","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20538","910245|518905|795696","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20550","1131537|518932|795742","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"20561","1131537|518932|795743","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20572","1131537|518932|795744","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"20583","834719|518940|795762","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","Y","$DEF","Y"
"20599","1140994|519013|795875","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"20615","1141212|519291|796274","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","Y"
"20629","1104377|519502|796584","Australian","No","Online Application","","Not Qualified","Not Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"20639","911166|519563|796675","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"20656","1141522|519695|796924","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Nepal","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"20665","1139685|519781|797071","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"20688","1139685|519781|797072","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","PGD","","",""
"20697","1139685|519781|797073","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20708","1051036|519820|797135","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"20718","834719|520220|797716","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$DEC","Y"
